,Tweet,sentimen,clean_link,hapus_punc,substitute_slang,stemming,eliminate_stop_with_stemming,eliminate_stop_without_stemming
1463,@teddygusnaidi @agusyudhoyono @basuki_btp @ahokdjarot @sbyudhoyono haha trus kreatif bgmn yg anda mksd gus?geser dikit? #debat2pilkadadk,0,     haha trus kreatif bgmn yg anda mksd gus?geser dikit? #debat2pilkadadk,     haha trus kreatif bgmn yg anda mksd gusgeser dikit debatpilkadadk,haha terus kreatif bagaimana yang anda maksud gusgeser dikit debatpilkadadk,haha terus kreatif bagaimana yang anda maksud gusgeser dikit debatpilkadadk,haha kreatif maksud gusgeser dikit debatpilkadadk,haha kreatif maksud gusgeser dikit debatpilkadadk
1464,#ridwankamil_ri1 @ridwankamil_ri1 smoga yg terbaik utk indonesia best #debat2pilkadadki,1,#ridwankamil_ri1  smoga yg terbaik utk indonesia best #debat2pilkadadki,ridwankamilri  smoga yg terbaik utk indonesia best debatpilkadadki,ridwankamilri semoga yang terbaik untuk indonesia best debatpilkadadki,ridwankamilri moga yang baik untuk indonesia best debatpilkadadki,ridwankamilri moga indonesia best debatpilkadadki,ridwankamilri semoga terbaik indonesia best debatpilkadadki
1465,"rt @teddygusnaidi: 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026",1," 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026",  tidak bisa dalam waktu  tahun hrs membereskan semuanya karena masih ada yg dalam progres ini bukan sulap simsalabiu,tidak bisa dalam waktu tahun harus membereskan semuanya karena masih ada yang dalam progres ini bukan sulap simsalabiu,tidak bisa dalam waktu tahun harus beres semua karena masih ada yang dalam progres ini bukan sulap simsalabiu,beres progres sulap simsalabiu,membereskan progres sulap simsalabiu
1466,"rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ",1," ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ", ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berjuu ,ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berjuu,ibu terima kasih atas doa dan kumpul ajar yang telah bangun pikir karakter dan semangat untuk berjuu,terima kasih doa kumpul ajar bangun pikir karakter semangat berjuu,terima kasih doa kumpulan pelajaran membangun pemikiran karakter semangat berjuu
1467,rt @teddygusnaidi: terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk. di peringkat 22. #debat2pilkadadki \nhttps\u2026,0, terbukti ucapan ahok bhw kementerian  dapat raport paling buruk. di peringkat 22. #debat2pilkadadki \n, terbukti ucapan ahok bhw kementerian  dapat raport paling buruk di peringkat  debatpilkadadki n,terbukti ucapan ahok bahwa kementerian dapat raport paling buruk di peringkat debatpilkadadki n,bukti ucap ahok bahwa menteri dapat raport paling buruk di peringkat debatpilkadadki n,bukti ahok menteri raport buruk peringkat debatpilkadadki n,terbukti ucapan ahok kementerian raport buruk peringkat debatpilkadadki n
1468,"rt @teddygusnaidi: 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026",0," 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026",  anies baswedan hanya mengurus satu urusan saja berantakan bagaimana dia bisa berfantasi menyelesaikan banyak urusanu,anies baswedan hanya mengurus satu urusan saja berantakan bagaimana dia bisa berfantasi menyelesaikan banyak urusanu,anies baswedan hanya urus satu urus saja beranta bagaimana dia bisa fantasi selesai banyak urusanu,anies baswedan urus urus beranta fantasi selesai urusanu,anies baswedan mengurus urusan berantakan berfantasi menyelesaikan urusanu
1469,rt @pandji: nah gue pikir sentimen petahana oke di #debat2pilkadadki semalam. tapi mnrt politicawave malah sebaliknya. geng\u2026 ,0, nah gue pikir sentimen petahana oke di #debat2pilkadadki semalam. tapi mnrt politicawave malah sebaliknya. geng\u2026 , nah gue pikir sentimen petahana oke di debatpilkadadki semalam tapi mnrt politicawave malah sebaliknya gengu ,nah saya pikir sentimen petahana oke di debatpilkadadki semalam tapi mnrt politicawave malah sebaliknya gengu,nah saya pikir sentimen tahana oke di debatpilkadadki malam tapi mnrt politicawave malah balik gengu,pikir sentimen tahana oke debatpilkadadki malam mnrt politicawave gengu,pikir sentimen petahana oke debatpilkadadki semalam mnrt politicawave gengu
1470,"rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026",0," 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026",  kalau gunakan fantasi anies maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakartu,kalau gunakan fantasi anies maka anies bisa menuding bahwa ali sadikin bapaknya boy sadikin tidak beres memimpin jakartu,kalau guna fantasi anies maka anies bisa tuding bahwa ali sadikin bapak boy sadikin tidak beres pimpin jakartu,fantasi anies anies tuding ali sadikin boy sadikin beres pimpin jakartu,fantasi anies anies menuding ali sadikin bapaknya boy sadikin beres memimpin jakartu
1471,"rt @nci4ri: pasca #debat2pilkadadki kena batunya, @agusyudhoyono dibentak kapolres jakarta selatan, karena bikin macet jalan.\nhttps:\/\/t.co\/\u2026",0," pasca #debat2pilkadadki kena batunya,  dibentak kapolres jakarta selatan, karena bikin macet jalan.\n", pasca debatpilkadadki kena batunya  dibentak kapolres jakarta selatan karena bikin macet jalann,pasca debatpilkadadki kena batunya dibentak kapolres jakarta selatan karena bikin macet jalann,pasca debatpilkadadki kena batu bentak kapolres jakarta selatan karena bikin macet jalann,pasca debatpilkadadki kena batu bentak kapolres jakarta selatan bikin macet jalann,pasca debatpilkadadki kena batunya dibentak kapolres jakarta selatan bikin macet jalann
1472,rt @dipati_sangga: balik lg ke pekerjaan masing2 lah\n1. balik jadi tentara\n2. balik jadi gubernur\n3. balik jadi motivator #debat2pilkadadki,1, balik lg ke pekerjaan masing2 lah\n1. balik jadi tentara\n2. balik jadi gubernur\n3. balik jadi motivator #debat2pilkadadki, balik lg ke pekerjaan masing lahn balik jadi tentaran balik jadi gubernurn balik jadi motivator debatpilkadadki,balik lagi ke pekerjaan masing lahn balik jadi tentaran balik jadi gubernurn balik jadi motivator debatpilkadadki,balik lagi ke kerja masing lahn balik jadi tentaran balik jadi gubernurn balik jadi motivator debatpilkadadki,kerja lahn tentaran gubernurn motivator debatpilkadadki,pekerjaan lahn tentaran gubernurn motivator debatpilkadadki
1473,"rt @jokoanwar: at least agus ahok ngomongin visi misi mereka di visi misi. bukan nyoba ngejatohin orang, ya. #debat2pilkadadki",1," at least agus ahok ngomongin visi misi mereka di visi misi. bukan nyoba ngejatohin orang, ya. #debat2pilkadadki", at least agus ahok ngomongin visi misi mereka di visi misi bukan nyoba ngejatohin orang ya debatpilkadadki,at least agus ahok mengomongkan visi misi mereka di visi misi bukan mencoba ngejatohin orang ya debatpilkadadki,at least agus ahok omong visi misi mereka di visi misi bukan coba ngejatohin orang ya debatpilkadadki,at least agus ahok omong visi misi visi misi coba ngejatohin orang ya debatpilkadadki,at least agus ahok mengomongkan visi misi visi misi mencoba ngejatohin orang ya debatpilkadadki
1474,"rt @michusa2000: ahok, agus, atau anis? atau pilih si anu? andalah yang menentukan #ahokoke #debat2pilkadadki #ahok2djarot\u2026 ",1," ahok, agus, atau anis? atau pilih si anu? andalah yang menentukan #ahokoke #debat2pilkadadki #ahok2djarot\u2026 ", ahok agus atau anis atau pilih si anu andalah yang menentukan ahokoke debatpilkadadki ahokdjarotu ,ahok agus atau anis atau pilih sih anu andalah yang menentukan ahokoke debatpilkadadki ahokdjarotu,ahok agus atau anis atau pilih sih anu anda yang tentu ahokoke debatpilkadadki ahokdjarotu,ahok agus anis pilih sih anu ahokoke debatpilkadadki ahokdjarotu,ahok agus anis pilih sih anu menentukan ahokoke debatpilkadadki ahokdjarotu
1475,rt @novnuraidah: yg paling dibutuhkan jakarta saat ini adalah................ *versi on the si mpok \n#debat2pilkadadki https:\/\/t.co\/tcark6w\u2026,1, yg paling dibutuhkan jakarta saat ini adalah................ *versi on the si mpok \n#debat2pilkadadki , yg paling dibutuhkan jakarta saat ini adalah versi on the si mpok ndebatpilkadadki ,yang paling dibutuhkan jakarta saat ini adalah versi on the sih mpok ndebatpilkadadki,yang paling butuh jakarta saat ini adalah versi on the sih mpok ndebatpilkadadki,butuh jakarta versi on the sih mpok ndebatpilkadadki,dibutuhkan jakarta versi on the sih mpok ndebatpilkadadki
1476,"rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026",0," sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026", sylviana kesyikan ngomong sendiri lupa bertanya anies keasyikan nyerang pake data yg salah ya ahok joged aja uddude debatpilu,sylviana kesyikan mengomong sendiri lupa bertanya anies keasyikan menyerang pakai data yang salah ya ahok joged saja uddude debatpilu,sylviana kesyikan omong sendiri lupa tanya anies asyik serang pakai data yang salah ya ahok joged saja uddude debatpilu,sylviana kesyikan omong lupa anies asyik serang pakai data salah ya ahok joged uddude debatpilu,sylviana kesyikan mengomong lupa anies keasyikan menyerang pakai data salah ya ahok joged uddude debatpilu
1477,"#debat2pilkadadki jempol kbawah dpermasalahkan, bad attitude katanya. lalu ngomong taik good attitude? lisan buruk bukti hati jg buruk!",0,"#debat2pilkadadki jempol kbawah dpermasalahkan, bad attitude katanya. lalu ngomong taik good attitude? lisan buruk bukti hati jg buruk!",debatpilkadadki jempol kbawah dpermasalahkan bad attitude katanya lalu ngomong taik good attitude lisan buruk bukti hati jg buruk,debatpilkadadki jempol kbawah dpermasalahkan bad attitude katanya lalu mengomong tahi good attitude lisan buruk bukti hati juga buruk,debatpilkadadki jempol kbawah dpermasalahkan bad attitude kata lalu omong tahi good attitude lisan buruk bukti hati juga buruk,debatpilkadadki jempol kbawah dpermasalahkan bad attitude omong tahi good attitude lisan buruk bukti hati buruk,debatpilkadadki jempol kbawah dpermasalahkan bad attitude mengomong tahi good attitude lisan buruk bukti hati buruk
1478,#debat2pilkadadki orang baik itu terlihat dari perbuatan dan lisan yg baik bukan dari mulut kotor apalagi menista!,0,#debat2pilkadadki orang baik itu terlihat dari perbuatan dan lisan yg baik bukan dari mulut kotor apalagi menista!,debatpilkadadki orang baik itu terlihat dari perbuatan dan lisan yg baik bukan dari mulut kotor apalagi menista,debatpilkadadki orang baik itu terlihat dari perbuatan dan lisan yang baik bukan dari mulut kotor apalagi menista,debatpilkadadki orang baik itu lihat dari buat dan lisan yang baik bukan dari mulut kotor apalagi nista,debatpilkadadki orang lihat lisan mulut kotor nista,debatpilkadadki orang perbuatan lisan mulut kotor menista
1479,rt @stellakarunia: jangan pilih cagub yg dekat dgn sarang koruptor \ud83d\ude01#debat2pilkadadki https:\/\/t.co\/ttxy2oxi6p,0, jangan pilih cagub yg dekat dgn sarang koruptor \ud83d\ude01#debat2pilkadadki , jangan pilih cagub yg dekat dgn sarang koruptor uddudedebatpilkadadki ,jangan pilih cagub yang dekat dengan sarang koruptor uddudedebatpilkadadki,jangan pilih cagub yang dekat dengan sarang koruptor uddudedebatpilkadadki,pilih cagub sarang koruptor uddudedebatpilkadadki,pilih cagub sarang koruptor uddudedebatpilkadadki
1480,rt @andreobz: di tinggal ahok cuti jakarta semakin kacauuuu....parahhhh https:\/\/t.co\/cugf9lsdnd #debat2pilkadadki,0, di tinggal ahok cuti jakarta semakin kacauuuu....parahhhh  #debat2pilkadadki, di tinggal ahok cuti jakarta semakin kacauuuuparahhhh  debatpilkadadki,di tinggal ahok cuti jakarta semakin kacauuparahh debatpilkadadki,di tinggal ahok cuti jakarta makin kacauuparahh debatpilkadadki,tinggal ahok cuti jakarta kacauuparahh debatpilkadadki,tinggal ahok cuti jakarta kacauuparahh debatpilkadadki
1481,rt @ptubir48: mohon bersabar ini ujian #debat2pilkadadki https:\/\/t.co\/6ypjjozf5e,1, mohon bersabar ini ujian #debat2pilkadadki , mohon bersabar ini ujian debatpilkadadki ,mohon bersabar ini ujian debatpilkadadki,mohon sabar ini uji debatpilkadadki,mohon sabar uji debatpilkadadki,mohon bersabar ujian debatpilkadadki
1482,"rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026",1," sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026", sylviana kesyikan ngomong sendiri lupa bertanya anies keasyikan nyerang pake data yg salah ya ahok joged aja uddude debatpilu,sylviana kesyikan mengomong sendiri lupa bertanya anies keasyikan menyerang pakai data yang salah ya ahok joged saja uddude debatpilu,sylviana kesyikan omong sendiri lupa tanya anies asyik serang pakai data yang salah ya ahok joged saja uddude debatpilu,sylviana kesyikan omong lupa anies asyik serang pakai data salah ya ahok joged uddude debatpilu,sylviana kesyikan mengomong lupa anies keasyikan menyerang pakai data salah ya ahok joged uddude debatpilu
1483,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/do1kenszxs #debat2pilkadadki https:\/\/t.co\/dfojxl8vb5",0,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!...  #debat2pilkadadki ",pilkada dki jakarta harap tidak pilih nomor  bahaya laten komunis  debatpilkadadki ,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki
1484,"rt @teddygusnaidi: 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026",0," 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026",  anies baswedan hanya mengurus satu urusan saja berantakan bagaimana dia bisa berfantasi menyelesaikan banyak urusanu,anies baswedan hanya mengurus satu urusan saja berantakan bagaimana dia bisa berfantasi menyelesaikan banyak urusanu,anies baswedan hanya urus satu urus saja beranta bagaimana dia bisa fantasi selesai banyak urusanu,anies baswedan urus urus beranta fantasi selesai urusanu,anies baswedan mengurus urusan berantakan berfantasi menyelesaikan urusanu
1485,"rt @teddygusnaidi: 15. ketidakberhasilan anies baswedan dalam memimpin kementerian, banyak masalah dan belum lagi soal salah hitung anggara\u2026",0," 15. ketidakberhasilan anies baswedan dalam memimpin kementerian, banyak masalah dan belum lagi soal salah hitung anggara\u2026",  ketidakberhasilan anies baswedan dalam memimpin kementerian banyak masalah dan belum lagi soal salah hitung anggarau,ketidakberhasilan anies baswedan dalam memimpin kementerian banyak masalah dan belum lagi soal salah hitung anggarau,ketidakberhasilan anies baswedan dalam pimpin menteri banyak masalah dan belum lagi soal salah hitung anggarau,ketidakberhasilan anies baswedan pimpin menteri salah hitung anggarau,ketidakberhasilan anies baswedan memimpin kementerian salah hitung anggarau
1486,rt @kojimashou: yah namanya jh odong2 si @sylviana_murni https:\/\/t.co\/8g7u4iuyo7,1, yah namanya jh odong2 si  , yah namanya jh odong si  ,ya namanya saja odong sih,ya nama saja odong sih,ya nama odong sih,ya namanya odong sih
1487,"rt @ulinyusron: ikhtisar #debat2pilkadadki \n\n1. lu diam, gue kasih duit\n2. lu nikmati, gue yang layanin\n3. lu kerja, gue yang mimpin",1," ikhtisar #debat2pilkadadki \n\n1. lu diam, gue kasih duit\n2. lu nikmati, gue yang layanin\n3. lu kerja, gue yang mimpin", ikhtisar debatpilkadadki nn lu diam gue kasih duitn lu nikmati gue yang layaninn lu kerja gue yang mimpin,ikhtisar debatpilkadadki nn kamu diam saya kasih duitn kamu nikmati saya yang layaninn kamu kerja saya yang mimpin,ikhtisar debatpilkadadki nn kamu diam saya kasih duitn kamu nikmat saya yang layaninn kamu kerja saya yang mimpin,ikhtisar debatpilkadadki nn diam kasih duitn nikmat layaninn kerja mimpin,ikhtisar debatpilkadadki nn diam kasih duitn nikmati layaninn kerja mimpin
1488,"rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026",1," sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026", sylviana kesyikan ngomong sendiri lupa bertanya anies keasyikan nyerang pake data yg salah ya ahok joged aja uddude debatpilu,sylviana kesyikan mengomong sendiri lupa bertanya anies keasyikan menyerang pakai data yang salah ya ahok joged saja uddude debatpilu,sylviana kesyikan omong sendiri lupa tanya anies asyik serang pakai data yang salah ya ahok joged saja uddude debatpilu,sylviana kesyikan omong lupa anies asyik serang pakai data salah ya ahok joged uddude debatpilu,sylviana kesyikan mengomong lupa anies keasyikan menyerang pakai data salah ya ahok joged uddude debatpilu
1489,"rt @teddygusnaidi: 15. ketidakberhasilan anies baswedan dalam memimpin kementerian, banyak masalah dan belum lagi soal salah hitung anggara\u2026",0," 15. ketidakberhasilan anies baswedan dalam memimpin kementerian, banyak masalah dan belum lagi soal salah hitung anggara\u2026",  ketidakberhasilan anies baswedan dalam memimpin kementerian banyak masalah dan belum lagi soal salah hitung anggarau,ketidakberhasilan anies baswedan dalam memimpin kementerian banyak masalah dan belum lagi soal salah hitung anggarau,ketidakberhasilan anies baswedan dalam pimpin menteri banyak masalah dan belum lagi soal salah hitung anggarau,ketidakberhasilan anies baswedan pimpin menteri salah hitung anggarau,ketidakberhasilan anies baswedan memimpin kementerian salah hitung anggarau
